#Thorlabs FTS
[SpectrumHeader]
#Date,20190815
#Time,15355785
#GMTTime,3355785
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,1000.000000
#TriggerMode,0
#InterferometerSerial,M00504104
#Source,
#AirMeasureOpt,0
#WnrMin,13399.179688
#WnrMax,31042.117188
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#Instrument,0
#InstrModel,CCS100
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
3.221429749e+02,1.975579187e-03
3.222501831e+02,-1.305070240e-03
3.223574219e+02,2.709744731e-03
3.224646301e+02,4.882986192e-03
3.225718689e+02,2.795794047e-03
3.226791382e+02,9.161131456e-04
3.227863770e+02,-3.045860212e-04
3.228936462e+02,2.300387248e-03
3.230009155e+02,1.733537763e-03
3.231081848e+02,3.492529504e-03
3.232154846e+02,1.538387500e-03
3.233227539e+02,2.090036869e-04
3.234300537e+02,2.024855465e-03
3.235373535e+02,-2.590956166e-03
3.236446838e+02,3.956274129e-03
3.237520142e+02,9.436947294e-04
3.238593140e+02,1.810745336e-03
3.239666748e+02,6.318068132e-03
3.240740051e+02,-1.955397893e-04
3.241813660e+02,3.961212933e-04
3.242886963e+02,2.791165374e-03
3.243960876e+02,8.095616940e-04
3.245034485e+02,2.604462206e-04
3.246108093e+02,2.382825129e-03
3.247182007e+02,3.712832462e-03
3.248255920e+02,1.513946336e-03
3.249330139e+02,-3.279107623e-04
3.250404053e+02,-1.177699305e-03
3.251478271e+02,-6.069568917e-05
3.252552490e+02,3.276780248e-03
3.253626709e+02,2.193452558e-03
3.254700928e+02,3.335269168e-03
3.255775452e+02,1.758493017e-03
3.256849976e+02,3.768871073e-03
3.257924500e+02,-1.927278936e-04
3.258999329e+02,1.917680725e-03
3.260073853e+02,-6.043831818e-04
3.261148682e+02,1.353216707e-03
3.262223511e+02,-1.405298535e-04
3.263298645e+02,4.636261612e-03
3.264373474e+02,2.358318307e-03
3.265448608e+02,3.170567565e-03
3.266523743e+02,8.363663219e-04
3.267599182e+02,3.931932151e-03
3.268674316e+02,5.629905500e-04
3.269749756e+02,5.089654587e-04
3.270825195e+02,-1.992946491e-03
3.271900635e+02,1.917569898e-03
3.272976379e+02,1.594852656e-03
3.274051819e+02,4.590544850e-04
3.275127563e+02,6.671858020e-03
3.276203613e+02,4.556832369e-03
3.277279358e+02,-9.273858741e-04
3.278355408e+02,6.179236807e-04
3.279431458e+02,5.585401319e-03
3.280507507e+02,2.921665087e-03
3.281583557e+02,1.078636851e-03
3.282659912e+02,2.678989433e-03
3.283735962e+02,2.654745243e-03
3.284812622e+02,4.772255197e-03
3.285888977e+02,4.392863717e-03
3.286965332e+02,3.470123978e-03
3.288041992e+02,1.703352202e-03
3.289118652e+02,2.355691977e-03
3.290195618e+02,2.222708194e-03
3.291272278e+02,4.662804306e-03
3.292349243e+02,2.949761227e-03
3.293426208e+02,-4.102401435e-04
3.294503174e+02,2.637188882e-04
3.295580139e+02,1.544088591e-03
3.296657410e+02,2.929423470e-03
3.297734680e+02,-1.176865771e-04
3.298811951e+02,1.513573807e-03
3.299889221e+02,3.006817307e-03
3.300966797e+02,3.335477086e-03
3.302044373e+02,3.227656242e-03
3.303121948e+02,3.173826262e-04
